verify_relationship,chemical_name,disease_name,pmid,relationship_info
no_relation,colchicine,pericardial effusion,21831274,recent literature shows colchicine therapy useful treatment recurrent post surgical pericardial effusion nan
no_relation,Aspirin,death,21835634,aspirin treatment failure risk recurrent stroke death among patients ischemic strokenan
no_relation,Aspirin,ischemic stroke,21835634,aspirin treatment failure risk recurrent stroke death among patients ischemic stroke nan
no_relation,Aspirin,stroke,21835634,aspirin treatment failure risk recurrent stroke death among patients ischemic strokenan
no_relation,aspirin,ischemic stroke,21835634,prognostic value occurrence ischemic stroke patient despite aspirin treatment aspirin treatment failure knownnan
no_relation,aspirin,death,21835634,objective determine aspirin treatment failure predicts recurrent ischemic stroke andor death nan
no_relation,aspirin,ischemic stroke,21835634,objective determine aspirin treatment failure predicts recurrent ischemic stroke andor deathnan
yes_direct,aspirin,death,21835634,multivariate analysis used calculate odds ratio recurrent stroke recurrent stroke death aspirin treatment failure patients duration available followup months toast patients months ninds rtpa trial patientsnan
yes_direct,aspirin,stroke,21835634,multivariate analysis used calculate odds ratio recurrent stroke recurrent stroke death aspirin treatment failure patients duration available followup months toast patients months ninds rtpa trial patientsnan
no_relation,aspirin,death,21835634,risk stroke death months year higher among patients classified aspirin treatment failures among toast  confidence interval ci  ninds rtpa trial patients  ci  respectivelynan
no_relation,aspirin,stroke,21835634,risk stroke death months year higher among patients classified aspirin treatment failures among toast  confidence interval ci  ninds rtpa trial patients  ci  respectivelynan
no_relation,aspirin,death,21835634,subgroup analysis aspirin treatment failure found associated recurrent stroke combined endpoint stroke death among categories defined etiologic subtype including large artery atherosclerosisnan
no_relation,aspirin,stroke,21835634,subgroup analysis aspirin treatment failure found associated recurrent stroke combined endpoint stroke death among categories defined etiologic subtype including large artery atherosclerosisnan
no_relation,aspirin,atherosclerosis,21835634,subgroup analysis aspirin treatment failure found associated recurrent stroke combined endpoint stroke death among categories defined etiologic subtype including large artery atherosclerosis nan
no_relation,aspirin,death,21835634,posthoc analysis randomized ischemic stroke trials aspirin treatment failure found associated increased risk recurrent stroke death nan
no_relation,aspirin,ischemic stroke,21835634,posthoc analysis randomized ischemic stroke trials aspirin treatment failure found associated increased risk recurrent stroke deathnan
no_relation,aspirin,stroke,21835634,posthoc analysis randomized ischemic stroke trials aspirin treatment failure found associated increased risk recurrent stroke deathnan
no_relation,methadone,hepatitis C,21844836,low risk hepatitis seroconversion methadone maintenance treatmentnan
no_relation,methadone,hepatitis C virus (HCV) infection,21844836,study risk factors seroconversion hepatitis virus hcv infection since admission methadone maintenance treatment mmt characterize seronegative admitted groupnan
no_relation,histamine,allergic reaction,21875451,chemical intoxication due high histamine concentration fish often mistaken allergic reaction nan
no_relation,metformin,diabetes mellitus,21884027,chronic pretreatment metformin associated reduction noreflow phenomenon patients diabetes mellitus primary angioplasty acute myocardial infarctionnan
no_relation,metformin,acute myocardial infarction,21884027,chronic pretreatment metformin associated reduction noreflow phenomenon patients diabetes mellitus primary angioplasty acute myocardial infarction nan
no_relation,Metformin,type,21884027,metformin one commonly prescribed antihyperglycemic agents treatment type diabetesnan
no_relation,Metformin,diabetes,21884027,metformin one commonly prescribed antihyperglycemic agents treatment type diabetes nan
no_relation,metformin,diabetic,21884027,however little known effect metformin noreflow diabetic patientsnan
no_relation,metformin,diabetic,21884027,study investigated retrospectively whether chronic pretreatment metformin associated noreflow diabetic patients underwent primary coronary intervention acute myocardial infarction aminan
no_relation,metformin,AMI/acute myocardial infarction,21884027,study investigated retrospectively whether chronic pretreatment metformin associated noreflow diabetic patients underwent primary coronary intervention acute myocardial infarction ami nan
no_relation,metformin,AMI,21884027,multivariable logistic regression analysis revealed absence metformin pretreatment significant predictor noreflow along highburden thrombus ejection fraction admission anterior ami nan
no_relation,metformin,diabetes mellitus,21884027,results suggested chronic pretreatment metformin may associated reduction noreflow phenomenon patients diabetes mellitus primary angioplasty aminan
no_relation,metformin,AMI,21884027,results suggested chronic pretreatment metformin may associated reduction noreflow phenomenon patients diabetes mellitus primary angioplasty ami nan
no_relation,rapamycin,pancreatic NET,21893937,review consider data supporting exploitation different targets pancreatic net including peptide receptors receptor tyrosine kinases involved tumor angiogenesis directly supporting tumor growth intracellular targets mammalian target rapamycin mtor central role regulating cell growth metabolism apoptosisnan
no_relation,rapamycin,tumor,21893937,review consider data supporting exploitation different targets pancreatic net including peptide receptors receptor tyrosine kinases involved tumor angiogenesis directly supporting tumor growth intracellular targets mammalian target rapamycin mtor central role regulating cell growth metabolism apoptosisnan
no_relation,tyrosine,pancreatic NET,21893937,review consider data supporting exploitation different targets pancreatic net including peptide receptors receptor tyrosine kinases involved tumor angiogenesis directly supporting tumor growth intracellular targets mammalian target rapamycin mtor central role regulating cell growth metabolism apoptosisnan
no_relation,tyrosine,tumor,21893937,review consider data supporting exploitation different targets pancreatic net including peptide receptors receptor tyrosine kinases involved tumor angiogenesis directly supporting tumor growth intracellular targets mammalian target rapamycin mtor central role regulating cell growth metabolism apoptosisnan
no_relation,norepinephrine,attention deficit-hyperactive disorder/ADHD,21901844,methylphenidate mphritalinr compound blocks reuptake synaptically released norepinephrine ne dopamine da brain used years low dose longterm regimens treat attention deficithyperactive disorder adhd juveniles adolescents adultsnan
no_relation,Methylphenidate/MPH,attention deficit-hyperactive disorder/ADHD,21901844,methylphenidate mph ritalinr compound blocks reuptake synaptically released norepinephrine ne dopamine da brain used years low dose longterm regimens treat attention deficithyperactive disorder adhd juveniles adolescents adultsnan
no_relation,dopamine,attention deficit-hyperactive disorder/ADHD,21901844,methylphenidate mphritalinr compound blocks reuptake synaptically released norepinephrine ne dopamine da brain used years low dose longterm regimens treat attention deficithyperactive disorder adhd juveniles adolescents adultsnan
no_relation,MPH,ADHD,21901844,although agreement regarding primary biochemical action mph physiological basis efficacy normal individuals adhd patients lackingnan
no_relation,MPH,ADHD,21901844,study behavioral physiological actions clinically behaviorally relevant doses mph normal animals provides opportunity explore role catecholamine transmitters prefrontal cortical function attentional processes relate normal operation brain circuits adhd pathologynan
no_relation,catecholamine,ADHD,21901844,study behavioral physiological actions clinically behaviorally relevant doses mph normal animals provides opportunity explore role catecholamine transmitters prefrontal cortical function attentional processes relate normal operation brain circuits adhd pathologynan
no_relation,sirolimus,hepatitis C,21967703,limiting hepatitis virus progression liver transplant recipients using sirolimus based immunosuppressionnan
no_relation,sirolimus,HCV,21967703,reviewed liver recipients  identified cohort hcv recipients exposed sirolimus primary immunosuppression srl cohort hcv control group recipients never received sirolimus nanhepatitis virus much disease virus also sirolimus used treatment regardless choose third answer
no_relation,SRL,fibrosis,21967703,intenttotreat analysis srl cohort significantly less advanced fibrosis stage compared hcv control group year one vs nan
no_relation,SRL,HCV,21967703,intenttotreat analysis srl cohort significantly less advanced fibrosis stage compared hcv control group year one vs nan
no_relation,sirolimus/SRL,fibrosis,21967703,sirolimus sometimes discontinued side effects srl cohort subgroup stratified sirolimus duration showing progressively less fibrosis longer sirolimus durationnan
no_relation,sirolimus,fibrosis,21967703,multivariate analysis demonstrated sirolimus independent predictor minimal fibrosis year one year twonan
no_relation,sirolimus,fibrosis,21967703,first study among liver transplant recipients recurrent hcv describe positive impact sirolimus respect reduced fibrosis extent rate progressionnan
no_relation,sirolimus,HCV,21967703,first study among liver transplant recipients recurrent hcv describe positive impact sirolimus respect reduced fibrosis extent rate progressionnan
