boolean_relationship,relationship_info,pmid,chemical_name,disease_name
True,massive proteinuria acute renal failure oral bisphosphonate alendronate administration patient focal segmental glomerulosclerosispatient developed proteinuria taking alendronate,18754075,alendronate,proteinuria
True,refractory gcse often difficult treat traditional therapy barbiturates induces hypotension respiratory depression prolongs recoverynan,10516875,barbiturates,hypotension
True,phase trial stable renal transplant recipients documented cyclosporine sirolimus overlapping toxicities conducted openlabel singlecenter phase iii doseescalation trial examine safety efficacy drug combinationnan,9808489,sirolimus,toxicities
False,studies evaluated role nac cocaine dependence three studies cannabis dependence two studies nicotine dependence two studies methamphetamine addiction one study pathological gambling one studynan,24676047,cocaine,cannabis dependence
False,normocapnia hypercapnia vop change significantly mean sd  cmsec  cmsec endtidal co(2) et co(2)   mmhg  mmhg respectivelynan,15064270,CO(2),hypercapnia
False,major risk factors permanent ch prematurity firstdegree familial history goiternodules thyroid hypoplasia diagnosis high l-thyroxine requirements followupnan,23426615,l-thyroxine,CH
True,however relative contribution aluminum lithium human toxicity ecotoxicity could estimated due insufficient toxicity data modelsnan,23638841,lithium,toxicity
True,catalase suppressed cytotoxicity induced iron ions lu cells whereas clv mel cells ineffectivenan,11243246,iron,cytotoxicity
False,although supplement lowdose longchain polyunsaturated fatty acids effect plasma highsensitivity crp supplemented group reduction crp levels found patients stratified tertiles crp upper tertile diabetic status nondiabetic patientsnan,17462553,polyunsaturated fatty acids,diabetic
False,broadranging effects fxe may due unique compositional profile could useful prevent metabolic syndrome characterized obesity insulin resistance glucose intolerance hypertriglyceridemia elevated blood pressurenan,24573510,glucose,metabolic syndrome
True,presence methane lactulose breath testing associated constipationpredominant ibs nan,17713456,methane,IBS
False,bortezomib enhanced susceptibility trail  escc cell lines tested although showed low sensitivity trail single agentnan,20515944,Bortezomib,ESCC
False,dexamethasone versus ondansetron combination dexamethasone prophylaxis postoperative vomiting pediatric outpatients doubleblind randomized placebocontrolled clinical trialnan,22731240,Dexamethasone,prophylaxis of postoperative vomiting
False,investigated survival two kinds human embryonic cells clv lu human melanoma cells mel exposed exogenous iron copper ions absence presence ascorbic acid catalase superoxide dismutasenan,11243246,superoxide,melanoma
False,however cisplatinresistant subpopulation ddp showed highest glutathione level marked cross-resistance bleomycinnan,8898974,glutathione,cross-resistance
False,investigate whether low dose theophylline antiinflammatory effect asthma nan,11743900,theophylline,asthma
True,ingestion ethylene glycol either accidentally suicide attempt characterized severe acidosis calcium oxalate crystal formation deposition wide variety end organ effects may fatalnan,9348055,ethylene glycol,acidosis
True,baseline values different two groups altered pattern release observed tnfa il il betaendorphin levels patients treated catecholamines nan,18234565,catecholamines,TNFa
True,objective report case acute cholestatic hepatitis following exposure inhalational anesthetic isoflurane nan,11847945,isoflurane,cholestatic hepatitis
False,relative risk confidence intervals cis mortality hepatocellular carcinoma calculated using proportional hazards models adjusted age alcohol drinking diabetes hbsag statusnan,15601641,alcohol,hepatocellular carcinoma
False,robust findings significant across multiple neurocognitive domains adjacent snps showing evidence association rs ehf gene pvalue  qvalue mediating effects ziprasidone vigilance rs slca pvalue  qvalue mediating effects olanzapine processing speed rs ila pvalue  qvalue mediating effects olanzapine working memorynan,21107309,olanzapine,multiple neurocognitive domains
True,serotonin syndrome venlafaxine tranylcypromine interactionnan,8888541,venlafaxine,Serotonin syndrome
True,toxicity acrylamide evaluation exposure baby foodsnan,20843409,acrylamide,Toxicity
True,zotepine induced convulsive seizures chronic case treatment resistant paranoid schizophrenianan,23543675,Zotepine,seizures
True,severe stenosis puncta canaliculi may associated prolonged systemic 5-fluorouracil therapynan,10726804,5-fluorouracil,stenosis
False,oxaliplatin weekly bolus 5-fluorouracil leucovorin pretreated advanced colorectal cancer patients phase ii studynan,12886055,leucovorin,colorectal cancer
True,concluded solid evidence exists hepatic injury due amiodarone treatment including steatosis alterations resembling alcoholic hepatitis cholestatic hepatitis micronodular cirrhosis livernan,3962737,amiodarone,hepatic injury
True,iron ions produced cytotoxicity towards kinds cells dependent concentrationnan,11243246,Iron,cytotoxicity
False,doubleblind parallel group placebocontrolled design used compare gaboxadol gbx mg sws enhancing drug placebo nights sleep restriction hnightnan,18517036,gaboxadol,SWS/sleep restriction
False,study investigated effect intravenous infusions lidocaine pain quality life patients fibromyalgianan,19263182,lidocaine,pain
False,investigated effect levodopa mood anxiety eight parkinson's disease patients motor fluctuationsnan,7675241,levodopa,Parkinson's disease
True,patients predominantly older females normal heart ecg syncope associated spontaneous avb unknown origin reproduced atp testnanatp test atp,24128810,ATP,syncope
True,microtubule inhibitor mtibased chemotherapies used treatment breast cancerincluding vinca alkaloids taxanes epothilones known associated peripheral neuropathy nan,18567992,epothilones,peripheral neuropathy
False,omega fatty acids shown reduce platelet endothelial activation patients risk cardiac disease nan,22296885,Omega-3 fatty acids,cardiac disease
True,receiving silicone injections buttock patient developed rapid onset dyspnea pleuritic chest pain fever chillsnan,22288970,silicone,fever
False,minireview discuss general mechanisms resistance ardirected therapies focus role androgen receptor splice variants new era treating advanced prostate cancer enzalutamide abirateronenan,25048254,enzalutamide,prostate cancer
False,cystic fibrosis cf lung disease exhaled nitric oxide feno raised rather normal even decreased measured single expiratory flownan,19669109,nitric oxide,cystic fibrosis/CF
False,used vitro experimental systems compare phenotypic genotypic changes accompany selection mutants methicillin resistant staphylococcus aureus mrsa strain jh lowlevel vancomycin resistance similar type found vancomycinintermediate aureus visa nan,23539745,methicillin,vancomycin-intermediate S. aureus/VISA
True,patients atp induced long ventricular pause related avb mean duration range nan,24128810,ATP,AVB
False,emergence lrsa serious concern cf patients undergo prolonged courses lzd therapynan,21263048,LZD,CF
False,clinical trials demonstrated efficacy safety celecoxib rofecoxib postoperative pain preemptive analgesia newer agents valdecoxib etoricoxib also demonstrated efficacy settingsnan,12204484,valdecoxib,analgesia
True,increasing doses highly tumoricidal anthracycline drugs cause heart damage nan,12075737,anthracycline,heart damage
False,vascular dysfunction acute inflammation measured fmd pwa salbutamol nanmeasuring drug,17084260,salbutamol,inflammation
False,free carnitine acylcarnitines obese patients polycystic ovary syndrome effects ofpioglitazone treatmentnan,22999793,carnitine,obese
True,however ascorbic acid metabolic precursor oxalate administration ascorbic acid high dose could lead acute oxalate nephropathy particularly presence renal failurenan,10382555,ascorbic acid,acute oxalate nephropathy
False,yearold japanese man weighing kg anaplastic large cell lymphoma received continuous iv administration tac posttransplantation prophylaxis graftversushost disease gvhd allogeneic bone marrow transplantation bmtnan,21802143,TAC,graft-versus-host disease/GVHD
True,indices oxygen desaturation sleep quality subjective sleepiness improved months octreotide nan,8067645,octreotide,sleepiness improved
True,documented airway occlusion sleep abnormally high supraglottic resistance awake yrold woman developed physical changes syndrome obstructive sleep apnea administered exogenous androgens nan,6732043,androgens,syndrome of obstructive sleep apnea
False,comparative study efficacy coumadin aspirin primary cardioembolic stroke prevention chronic rheumatic heart disease mitral stenosis atrial fibrillation conducted siriraj hospital mahidol university bangkok thailandnan,7798824,coumadin,atrial fibrillation
